title,author (first last),author (last name),text,month,year,venue,edited by,form (if known),gender (if known),themes,second venue,published in (city),Magazine Type,Author Bio.
Divine Afflatus,Jessie Fauset,Fauset," Tell me, swart children of the Southland 
 Chopping at cotton  
 In...",December,1927,Ebony and Topaz,Charles S. Johnson,,female,Travel-Migration-Great Migration- Progress - Racial Uplift - Religion,,New York,Predom. Black,
To Clarissa Scott Delany,Angeline W. Grimke,Grimke,"1
She has not found herself a hard pillow
   And a long hard bed,
A...",December,1927,Ebony and Topaz,Charles S. Johnson,,female,,,New York,Predom. Black,
Confession,Donald Jeffrey Hayes,Hayes,"She kneeled before me begging
     That I should with a prayer
Give...",July,1927,Opportunity,"Charles S. Johnson, Countee Cullen","Quatrain, Common Measure",male,"Interracial, Prize-winning",,New York,Predom. Black,
This Place,Donald Jeffrey Hayes,Hayes,"This is the place where strangers meet 
And break a friendly bread 
This is the...",December,1927,Ebony and Topaz,Charles S. Johnson,,male,,,New York,Predom. Black,
God's Garden,Leslie Pinckney Hill,Hill,"God’s Garden

GOD nurtures in his garden many fruits.
Some, very slow of growth, become at last
Sweet and...",March,1927,The Crisis,W.E.B. Du Bois,,male,Progress and Racial Uplift,,New York,Predom. Black,
He Knows Life,Frank Horne,Horne,"“He Knows Life”
FRANK HORNE

HE knows Life
They said—
And I went up
and opened the book of life.
There...",February ,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,,,New York,Predom. Black,
Arabesque,Frank Horne,Horne,"Down in Georgia 
a danglin’ n*****
hangin’ in a tree 
....kicks holes in the laughing sunlight— 
     ...",December,1927,Ebony and Topaz,Charles S. Johnson,,male,"Interracial, Lynching and Racialized Violence",,New York,Predom. Black,
Youth,Frank Horne,Horne,"I am a knotted nebula— 
awhirling flame 
Shrieking aftire the endless darkness... 
I am the...",December,1927,Ebony and Topaz,Charles S. Johnson,,male,,,New York,Predom. Black,
Lincoln Monument,Langston Hughes,Hughes,"Let’s go see old Abe
Sitting in the marble and the moonlight,
Sitting lonely in the marble...",March,1927,Opportunity,"Charles S. Johnson, Countee Cullen",Elegy ,male,Abraham Lincoln,,New York,Predom. Black,
Ma Lord,Langston Hughes,Hughes,"Ma Lord ain’t no stuck up man.
Ma Lord, he ain’t proud.
When he goes a walkin’
He...",June,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,"Religion: Atheism, AAVE",,New York,Predom. Black,
Montmartre Beggar Woman,Langston Hughes,Hughes,"Once you were beautiful,—
Now,
Hunched in the cold,
Nobody cares
That you are old.

Once you were lovely, —...",October,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,Travel-Migration-Great Migration,,New York,Predom. Black,
Being Old,Langston Hughes,Hughes,"It’s because you are so young,—
You do not understand.
     But we...",October,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,,,New York,Predom. Black,
Freedom Seeker,Langston Hughes,Hughes,"I see a woman with wings
Trying to escape from a cage
And the cage door
Has fallen...",October,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,,,New York,Predom. Black,
For Salome,Langston Hughes,Hughes,"There
Is no sweetness
In the kiss
Of a mouth
Unwarm and dead
And even passion's
Flaming bliss
Turns ashen
In a charnel...",June,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Free Verse,male,Intertext,,New York,Predom. Black,
Poem for Youth,Langston Hughes,Hughes,"Raindrops
On the crumbling walls
Of tradition,
Sunlight
Across mouldy pits
Of yesterday.

Oh,
Wise old men,
What do you say
About the fiddles
And...",June,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Free Verse,male,Jazz,,New York,Predom. Black,
Nocturne for the Drums,Langston Hughes,Hughes,"Gay little devils
That hide in gin
And tickle black boys
Under the chin
And make them laugh,
Gay little...",June,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Free Verse,male,"Music, Jazz",,New York,Predom. Black,
Desire,Langston Hughes,Hughes,"Desire to us
Was like a double death.
Swift dying
Of our mingled breath,
Evaporation
Of an unknown strange perfume
Between...",May,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Free Verse,male,,,New York,Predom. Black,
The Naughty Child,Langston Hughes,Hughes,"The naughty child
Who ventured to go cut flowers,
Fell into the mill-pond
And was drowned.
But the good...",May,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Free Verse,male,,,New York,Predom. Black,
The Childhood of Jimmy,Langston Hughes,Hughes,"The Town
I lived with my aunt in a small town. There were lots of colored...",May,1927,The Crisis,W.E.B. Du Bois,Prose Poem,male,"Racism, Religion",,New York,Predom. Black,
Mona,Langston Hughes,Hughes,"She lived in sinful happiness
And died in pain,
But she danced in sunshine
And laughed in rain.
She...",June,1927,Opportunity,"Charles S. Johnson, Countee Cullen",Quatrain,male,,,New York,Predom. Black,
Dreamer,Langston Hughes,Hughes," I take my dreams 
 And make of them a bronze vase, 
 And...",December,1927,Ebony and Topaz,Charles S. Johnson,,male,,,New York,Predom. Black,
I Thought it was Tangiers I Wanter,Langston Hughes,Hughes,"I Know now
That Notre Dame is in Paris.
And the Seine is more to me now
Than...",December,1927,Opportunity,"Charles S. Johnson, Countee Cullen",,male,"Travel- Migration-Great Migration, Africa",,New York,Predom. Black,
Day,Langston Hughes,Hughes,"Where most surely comes a day
When all the sweets you've gourged
Will turn your stomach sick
And...",March,1927,Opportunity,"Charles S. Johnson, Countee Cullen",,male,,,New York,Predom. Black,
For an Indian Screen,Langston Hughes,Hughes,"Clutching at trees and clawing rocks
And panting and climbing
Until he reached the top
A tiger in...",March,1927,Opportunity,"Charles S. Johnson, Countee Cullen",,male,,,New York,Predom. Black,
Passing Love,Langston Hughes,Hughes,"Because you are to me a song-
I must not sing you overlong.
Because you are to...",March,1927,Opportunity,"Charles S. Johnson, Countee Cullen",,male,,,New York,Predom. Black,
Tapestry,Langston Hughes,Hughes,"Men who ride strange wild horses
Down dangerous glens and glades,
Men who draw keen sharp swords,
Toledo...",June,1927,The Crisis,W.E.B. Du Bois,,male,,,New York,Predom. Black,
Sonnet to a Negro in Harlem,Helene Johnson,Johnson,"You are disdainful and magnificent-
Your perfect body and your pompous gait,
Your dark eyes flashing solemnly...",December,1927,Ebony and Topaz,Charles S. Johnson,Sonnet,female,"Harlem, Labor",Caroling Dusk,New York,Predom. Black,
The Snarl,Georgia Douglas Johnson,Johnson,"Too late to roll the tangled skein 
The knot is taut, what might have been
Passed...",May,1927,The Crisis,W.E.B. Du Bois,Common Measure,female,Pseudonym,,New York,Predom. Black,
Requiem,Georgia Douglas Johnson,Johnson," I weep these tears upon my bier 
    Another may not...",December ,1927,Ebony and Topaz,Charles S. Johnson,,female,,,New York,Predom. Black,
The True American,Georgia Douglas Johnson,Johnson,"America, here is your son, born of your iron heel,
Black blood and red and white...",April,1927,The Crisis,W.E.B. Du Bois,,female,"Patriotism, Race, Pseudonym",,New York,Predom. Black,
Wishes,Georgia Douglas Johnson,Johnson,I’m tired of pacing the petty round of the ring of the thing I know—...,April,1927,The Crisis,W.E.B. Du Bois,,female,,,New York,Predom. Black,
The Hasting Holler,S. Miller Johnson,Johnson,"Hey, ho, Hasting!
Hear me sing, dis song.
Hurry, Hasting,
'Cause my time ain't long!

Strollin' up Hasting
With a...",June,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Blues,male,Travel-Migration-Great Migration,,New York,Predom. Black,
Sweet Love O' Dusk,Fenton Johnson,Johnson,"Bespangled and dipt in fire of stars the robe
I wrap around my aching form and...",October,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,,,New York,Predom. Black,
Variations on a Black Theme,S. Miller Johnson,Johnson,"I have seen my little black Nellie gal-all naked!
She was wearing a beach-robe of black...",May,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Free Verse,male,"Eroticism, Dance",,New York,Predom. Black,
For the Shop Gal,S. Miller Johnson,Johnson,"She is a golden faery child.
     Her face is honey-colored, too.
She...",November,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,male,Childhood,,New York,Predom. Black,
The Span of Life,Ann Lawrence,Lawrence,"In the morning of life
We till our soil.
We plough and harrow too;
There is precious little
Time...",January,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,female,,,New York,Predom. Black,
The Aster,Harry Levette,Levette,"Last of them all, thou pretty blue blossom,
Growing on hill-side and down by the brook,
By...",October,1927,Opportunity,"Charles S. Johnson, Countee Cullen",Quatrain,male,,,New York,Predom. Black,
My Wish,Marguerite A. Lowe,Lowe,"I’d rather have the thought of you to
      hold against...",December,1927,The Crisis,W.E.B. Du Bois,,female,Prize-winning,,New York,Predom. Black,
The Changing Tide,Gouldbourne Maynard,Maynard,"After years of blindly groping
Through the midst of light we see,
Tiring of this useless hoping,
We...",June,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,male,Progress and Racial Uplift,,New York,Predom. Black,
The New Negro,James Edward McCall,McCall,"He scans the world with calm and fearless eyes,
Conscious within of powers long since forgot;
At...",July,1927,Opportunity,"Charles S. Johnson, Countee Cullen",Sonnet,male,"Progress and Racial Uplift, Race",Caroling Dusk ,New York,Predom. Black,
In the Hospital,Claude McKay,McKay,"After the nights like days, the days like nights,
Crowded with movement, filled and overflowing,
Whirling like circling...",February,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,Carribean,,New York,Predom. Black,
To a Young Poet,George Chester Morse,Morse,"Just as molten thoughts o’erflow
   From an unknown fiery source
   ...",December,1927,Ebony and Topaz,Charles S. Johnson,Free Verse,male,,,New York,Predom. Black,
Mattinata,Effie Lee Newsome,Newsome,"When I think of the hosts of little ones
Who wake to a birdless dawn,
Who know...",July,1927,The Crisis,W.E.B. Du Bois,Free Verse,female,Childhood,,New York,Predom. Black,
The Bird in the Cage,Effie Lee Newsome,Newsome,"The Bird in the Cage

This poem received Honorable Mention in The Crisis Prize contest of...",February ,1927,The Crisis,W.E.B. Du Bois,Free Verse,female,Prize-winning,,New York,Predom. Black,
At the Pool,Effie Lee Newsome,Newsome,"At the Pool
EFFIE LEE NEWSOME

LIKE to stand right still awhile
Beside some forest pool.
The reeds around...",February ,1927,The Crisis,W.E.B. Du Bois,Free Verse,female,,,New York,Predom. Black,
The Lord,Effie Lee Newsome,Newsome,"Bring to me your heart all bleeding
When have I been known to mock men’s tears,
To...",May,1927,The Crisis,W.E.B. Du Bois,,female,Religion,,New York,Predom. Black,
Bluebird,Effie Lee Newsome,Newsome,"I just heard your soft smothered voice today !
I’m sure you'll flit on in your...",April,1927,The Crisis,W.E.B. Du Bois,,female,,,New York,Predom. Black,
Gods,George Franklin Proctor,Proctor,"Better no Gods at all
Than mere magicians
Who stoop to conjurors' tricks and schemes
Or better none.
Than...",January,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,male,Religion,,New York,Predom. Black,
Bewildered,George Franklin Proctor,Proctor,"When I was very young
     Before I'd seen so much of...",January,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,male,,,New York,Predom. Black,
The Baby,Alexander Seymour,Seymour,"Sweetest little t'ing on earth,
No one knows how much you's worth!– 
Though I know you's...",March,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,male,Children,,New York,Predom. Black,
Washerwoman,Edward S. Silvera,Silvera,"Today--tomorrow
And the day after tomorrow
The song of the washboard
Is beautiful to her ears
And the water...",June,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",Free Verse,male,Labor,Black Opals,New York,Predom. Black,
Color,Edward S. Silvera,Silvera,"They taught me to believe that God is white,
That merit is alone found in this...",April,1927,The Crisis,W.E.B. Du Bois,Common Measure,male,"Race: Black Identity, Religion",,New York,Predom. Black,
Disappointment,Edward S. Silvera,Silvera,"There’s sorrow in your face,
Old woman,
I can plainly see
The pain beneath your wrinkled smile
That aches...",October,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,Incarceration,,New York,Predom. Black,
Song to a Dark Girl!,Edward S. Silvera,Silvera,"Your eyes are bold
Like all the stars
That blaze in jungle skies.
Your lips are sweet
Like jungle...",December,1927,The Crisis,W.E.B. Du Bois,Free Verse,male,Prize-winning,,New York,Predom. Black,
The Unknown Solder,Edward S. Silvera,Silvera,"“Behold our son, our valiant dead,” 
They say to one another— 
And all the while 
None ever thinks 
That...",December,1927,Ebony and Topaz,Charles S. Johnson,,male,,,New York,Predom. Black,
Old Maid,Edward S. Silvera,Silvera,"The fires of a thousand loves 
Burned bright within her 
Night and day, 
The years like bellows 
Fanned the...",December ,1927,Ebony and Topaz,Charles S. Johnson,,male,,,New York,Predom. Black,
Rime For the Christmas Baby,Anne Spencer,Spencer,"Dear Bess,
He'll have rings and linen things,
And others made of silk;
There'll be toys like other...",December,1927,Opportunity,"Charles S. Johnson, Countee Cullen",,female,,Caroling Dusk ,New York,Predom. Black,
Sybil Warns Her Sister,Anne Spencer,Spencer,"It is dangerous for a woman to defy the gods;
To taunt them with the tongue's...",December,1927,Ebony and Topaz,Charles S. Johnson,,female,,,New York,Predom. Black,
Ode to the Brotherhood,Mattie Mae Stafford,Stafford,"We stand for truth and right
We're in to win the fight;
God is our King.
He loves...",January,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,female,Progress and Racial Uplift,,New York,Predom. Black,
What Answer?,E. Lucian Waithe,Waithe,"What will the pink man say
When this world is no more
And a man no longer...",May,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,male,Racism,,New York,Predom. Black,
Tragedy,Eda Lou Walton,Walton,"Tragedy

I KNOW of but one tragedy
Beside which Death is good:
Hands that are carved of ivory
Grow...",March,1927,The Crisis,W.E.B. Du Bois,Quatrain,female,,,New York,Predom. Black,
At Dawn,Eda Lou Walton,Walton,"At Dawn

ONLY this perfect night is ours,
Only its beauty we possess,
Now stillness creeps across the...",March,1927,The Crisis,W.E.B. Du Bois,Quatrain,female,,,New York,Predom. Black,
Awakening,Robert Whitaker,Whitaker,"The Negro in his blindness
     Bows down to white men's gods,
Content...",May,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,male,Racism,,New York,Predom. Black,
"""Wanted""",Robert Whitaker,Whitaker,"What does the Negro want?
     What you would want
  ...",May,1927,The Messenger,"A. Philip Randolph, Chandler Owen, George S. Schuyler",,male,,,New York,Predom. Black,
A Tree (To M.V.C.),Lewis Alexander,Alexander,"(Leaves)
Tender green eyes flashing,
     To catch the eye of God
Thanking him...",May,1928,The Crisis,W.E.B. Du Bois,Free Verse,male,,,New York,Predom. Black,
Quest,Lewis Alexander,Alexander,"Like roses ramble on the ground
And up the trellised porch,
I have sought you all around
Bearing...",July,1928,The Crisis,W.E.B. Du Bois,Quatrain,male,,,New York,Predom. Black,
